Epoch,NEQ_Splitting,EQ_Splitting,NEQ_EI,EQ_EI
300,27.1502661132813,27.0909155273438,26.0881567382813,25.5525024414063
302,27.0663623046875,27.0627783203125,26.0279663085938,25.5403564453125
304,27.1394604492188,27.0664819335938,26.0534057617188,25.5605078125
306,27.0774072265625,27.0788549804688,26.0563989257813,25.5369970703125
308,27.0667895507813,27.0861840820313,26.0116748046875,25.5585083007813
310,27.0995385742188,27.1103979492188,26.0340625,25.5013037109375
312,27.076181640625,27.123798828125,26.068427734375,25.5390502929688
314,27.0519067382813,27.0755517578125,26.067333984375,25.5494213867188
316,27.1184106445313,27.116083984375,26.0858081054688,25.439453125
318,27.119755859375,27.0718334960938,25.9942456054688,25.5721411132813
320,27.1275439453125,27.0641723632813,26.0165307617188,25.535751953125
322,27.098681640625,27.139462890625,26.0041455078125,25.5739184570313
324,27.0772241210938,27.15400390625,26.0901635742188,25.59291015625
326,26.8756176757813,27.02998046875,26.0846508789063,25.583671875
328,27.12962890625,27.0786840820313,26.1000463867188,25.5557495117188
330,27.0582348632813,27.095537109375,26.1003076171875,25.508330078125
332,27.0861206054688,27.0040942382813,26.1243798828125,25.5908471679688
334,27.1134814453125,27.123623046875,26.0706494140625,25.5850756835938
336,26.903837890625,27.0824340820313,25.9550390625,25.5799658203125
338,27.059228515625,27.1263134765625,26.0527124023438,25.5721997070313
340,27.13173828125,27.1172827148438,26.087294921875,25.5840478515625
342,27.0463818359375,27.0796240234375,26.0924267578125,25.5608471679688
344,27.0780126953125,27.1501245117188,26.1132690429688,25.5847436523438
346,27.0617260742188,27.1353369140625,26.0573876953125,25.5432885742188
348,26.716162109375,27.1242333984375,26.1045849609375,25.5651123046875
350,27.1073071289063,27.1268505859375,26.0145190429688,25.5842407226563
352,27.0290698242188,27.1629931640625,26.0763671875,25.5999389648438
354,27.037734375,27.0756372070313,26.108515625,25.4960229492188
356,27.0599560546875,27.0954565429688,25.90798828125,25.5983251953125
358,27.0192114257813,27.17951171875,26.1076782226563,25.5701928710938
360,27.0109521484375,27.1624560546875,25.859677734375,25.61546875
362,27.0588427734375,27.1165502929688,26.1173388671875,25.5677807617188
364,27.0565112304688,27.1374584960938,26.06908203125,25.5914404296875
366,26.9742260742188,27.1528759765625,26.1509448242188,25.6311499023438
368,27.0404125976563,27.1668310546875,26.1372509765625,25.6455517578125
370,27.0092822265625,27.1671948242188,26.1139379882813,25.5643872070313
372,27.0191430664063,27.1383935546875,26.1170678710938,25.5755834960938
374,27.023115234375,27.1545336914063,25.9934057617188,25.6335791015625
376,27.017578125,27.1258666992188,26.0595947265625,25.596318359375
378,26.9731225585938,27.1324389648438,26.12517578125,25.6179443359375
380,27.0426123046875,27.129228515625,26.0840234375,25.552568359375
382,26.9742138671875,27.1980737304688,26.128466796875,25.6075390625
384,26.9894580078125,27.1843872070313,26.158564453125,25.5942163085938
386,27.03306640625,27.104267578125,26.1341625976563,25.6155200195313
388,26.9743115234375,27.1938671875,26.0755419921875,25.6164868164063
390,26.9590991210938,27.1796875,26.1418310546875,25.61400390625
392,27.0106494140625,27.153408203125,26.147001953125,25.6179052734375
394,27.0118115234375,27.1454174804688,26.1241064453125,25.64833984375
396,26.9299584960938,26.9912133789063,26.0863012695313,25.6384692382813
398,26.9643872070313,27.1399853515625,26.141474609375,25.6563452148438
400,27.0255883789063,27.1468481445313,26.11171875,25.5529809570313
402,26.9998217773438,27.22865234375,26.1535302734375,25.56599609375
404,27.0167724609375,27.1415478515625,26.1112377929688,25.57095703125
406,27.01482421875,27.0928149414063,26.1612231445313,25.6100268554688
408,27.0344091796875,27.1727221679688,26.1529174804688,25.6615600585938
410,27.0109204101563,27.1615063476563,26.1440087890625,25.6085986328125
412,27.0026318359375,27.2393188476563,26.1525317382813,25.6408618164063
414,26.9765209960938,27.1779736328125,26.1481176757813,25.6469189453125
416,26.9556787109375,27.1693603515625,26.1755053710938,25.6422290039063
418,27.02361328125,27.1159985351563,26.092890625,25.6387475585938
420,26.9384252929688,27.1231103515625,26.1171606445313,25.5984130859375
422,26.889423828125,27.16703125,26.1569458007813,25.6340209960938
424,26.9994580078125,27.1538110351563,26.1278125,25.6289794921875
426,26.955634765625,27.2038134765625,26.0647045898438,25.6130200195313
428,26.933701171875,27.0844970703125,26.1188598632813,25.6613793945313
430,26.9402880859375,27.1531567382813,26.1387573242188,25.6420654296875
432,26.98228515625,27.2442578125,26.1613940429688,25.6749243164063
434,26.98150390625,27.2114770507813,26.116953125,25.6284350585938
436,26.9619848632813,27.19470703125,26.1445434570313,25.6412255859375
438,26.9768188476563,27.2346337890625,26.1395166015625,25.6510327148438
440,26.97154296875,27.2433374023438,26.1665283203125,25.6664184570313
442,26.9216918945313,27.1240283203125,25.6284716796875,25.5081127929688
444,26.8968530273438,27.1371362304688,26.163505859375,25.6425708007813
446,26.9205297851563,27.2530102539063,26.142666015625,25.5874072265625
448,26.9498657226563,27.25923828125,26.065302734375,25.63115234375
450,26.9140966796875,27.22671875,26.1795922851563,25.5933374023438
452,26.955771484375,27.2361279296875,26.1370922851563,25.673759765625
454,26.9662255859375,27.2109790039063,26.0525122070313,25.6662426757813
456,26.9424194335938,27.2416821289063,26.16517578125,25.6797265625
458,26.9149731445313,27.2389501953125,26.1885327148438,25.6789892578125
460,26.9531616210938,27.2215771484375,26.175673828125,25.670546875
462,26.9353491210938,27.0992822265625,26.1282348632813,25.6515063476563
464,26.8591455078125,27.212978515625,26.1156079101563,25.6711450195313
466,26.8738891601563,27.2036767578125,26.1531469726563,25.672587890625
468,26.8557543945313,27.15345703125,26.1871728515625,25.6087426757813
470,26.8747729492188,27.2149609375,26.093603515625,25.6496313476563
472,26.6901171875,27.2841333007813,26.1129736328125,25.6901513671875
474,26.9315625,27.2316967773438,26.1475439453125,25.6894091796875
476,26.8935205078125,27.2067333984375,26.17052734375,25.6555444335938
478,26.9104150390625,27.2592700195313,26.1632592773438,25.6959765625
480,26.89859375,27.2810791015625,26.1049291992188,25.676767578125
482,26.9216650390625,27.2673510742188,26.162900390625,25.6827758789063
484,26.8585473632813,27.2374194335938,26.2040209960938,25.6693920898438
486,26.8461010742188,27.245712890625,26.1671826171875,25.6668286132813
488,26.9419555664063,27.2374609375,26.1061450195313,25.6634008789063
490,26.92494140625,27.2601220703125,26.1639916992188,25.6703271484375
492,26.8974243164063,27.2578466796875,26.133525390625,25.4592822265625
494,26.8800537109375,27.1976708984375,26.1190161132813,25.703447265625
496,26.865703125,27.2175244140625,26.1258520507813,25.635380859375
498,26.8815063476563,27.2119384765625,26.1897192382813,25.6987866210938
500,26.9268896484375,27.2005541992188,26.1749609375,25.6040405273438
502,26.9602392578125,27.292333984375,26.0234301757813,25.6712451171875
504,26.877236328125,27.243427734375,26.1973022460938,25.6893188476563
506,26.9102221679688,27.2882153320313,26.1561108398438,25.6996850585938
508,26.931298828125,27.2462280273438,26.1831005859375,25.65421875
510,26.831923828125,27.252275390625,26.1521142578125,25.688095703125
512,26.8823071289063,27.2826635742188,26.150458984375,25.6933984375
514,26.8185180664063,27.286435546875,26.08423828125,25.709814453125
516,26.8306591796875,27.204677734375,26.1952587890625,25.6789624023438
518,26.8739379882813,27.25103515625,26.1808422851563,25.6755712890625
520,26.868935546875,27.2007690429688,26.2165014648438,25.631806640625
522,26.8849926757813,27.220302734375,26.1727734375,25.6574755859375
524,26.801904296875,27.2405224609375,26.1636108398438,25.6838940429688
526,26.7715673828125,27.2642333984375,26.1329467773438,25.6940673828125
528,26.855556640625,27.2299047851563,26.1747509765625,25.7346557617188
530,26.7329345703125,27.278388671875,26.1463403320313,25.7318383789063
532,26.8922631835938,27.2777001953125,26.154208984375,25.7351025390625
534,26.8533227539063,27.2697900390625,26.17728515625,25.7305834960938
536,26.8277685546875,27.238330078125,26.1629321289063,25.6743530273438
538,26.8140307617188,27.2126586914063,26.1889013671875,25.6969555664063
540,26.8264672851563,27.2487475585938,26.219541015625,25.7227563476563
542,26.8292211914063,27.3113403320313,26.2032348632813,25.6996557617188
544,26.8413940429688,27.2606884765625,25.7485864257813,25.6958715820313
546,26.826015625,27.2312451171875,26.1724194335938,25.699541015625
548,26.8296362304688,26.8673950195313,26.2066943359375,25.6714965820313
550,26.8724926757813,27.2378857421875,26.1551586914063,25.4053076171875
552,26.8442163085938,27.2383837890625,26.2132397460938,25.7303930664063
554,26.831376953125,27.30021484375,26.1689990234375,25.7342919921875
556,26.7334545898438,27.2536206054688,26.21166015625,25.7184326171875
558,26.8630004882813,27.28333984375,26.2054028320313,25.6918139648438
560,26.823369140625,27.2901806640625,26.195234375,25.593212890625
562,26.8125048828125,27.2910424804688,26.2053295898438,25.7106567382813
564,26.8307861328125,27.1483740234375,26.2143969726563,25.7208911132813
566,26.8689624023438,27.2387744140625,26.2129638671875,25.7069653320313
568,26.7942211914063,27.2642114257813,26.2087817382813,25.7338330078125
570,26.76111328125,27.2257958984375,26.18955078125,25.7272265625
572,26.80359375,27.167158203125,26.1968334960938,25.71025390625
574,26.78923828125,27.2963818359375,26.1853271484375,25.7310205078125
576,26.8088671875,27.2271069335938,26.1569140625,25.7513720703125
578,26.828330078125,27.2860864257813,25.996806640625,25.7402587890625
580,26.845849609375,27.2833666992188,26.2180688476563,25.68060546875
582,26.7434350585938,27.310478515625,26.123828125,25.7394873046875
584,26.7310498046875,27.2660546875,26.2034643554688,25.6556689453125
586,26.696923828125,27.2165625,26.1940087890625,25.7537426757813
588,26.7857690429688,27.245498046875,26.2302758789063,25.6133715820313
590,26.7446948242188,27.276484375,26.1384936523438,25.318642578125
592,26.7430029296875,27.3065698242188,26.2035180664063,25.680380859375
594,26.8404418945313,27.2196655273438,26.2069506835938,25.728408203125
596,26.79861328125,27.2790991210938,26.22974609375,25.6271411132813
598,26.758193359375,27.1305322265625,26.2232080078125,25.6740991210938
600,26.7778466796875,27.2987524414063,26.141845703125,25.7358984375
602,26.8249755859375,27.2009643554688,26.215693359375,25.718134765625
604,26.8479663085938,27.2565625,26.2462646484375,25.7228759765625
606,26.8334423828125,27.2891870117188,26.2003540039063,25.7301440429688
608,26.703955078125,27.2322412109375,26.221796875,25.6505908203125
610,26.6552172851563,27.24794921875,26.2089697265625,25.7473828125
612,26.8218237304688,27.2501611328125,26.19423828125,25.722177734375
614,26.770048828125,27.1966064453125,26.2279150390625,25.7096728515625
616,26.8174560546875,27.252041015625,26.2036889648438,25.7443798828125
618,26.7501049804688,27.2872412109375,26.2169287109375,25.6848974609375
620,26.8290161132813,27.2510107421875,26.1169287109375,25.7131372070313
622,26.80828125,27.2920263671875,26.0967431640625,25.7217211914063
624,26.8058154296875,27.28345703125,26.2370483398438,25.7621826171875
626,26.7684423828125,27.2741015625,26.1974267578125,25.7239013671875
628,26.8330419921875,27.2830322265625,26.239765625,25.7176708984375
630,26.8083715820313,27.2493920898438,26.21654296875,25.7564501953125
632,26.8124169921875,27.257734375,26.17197265625,25.7656494140625
634,26.7605346679688,27.3129248046875,26.2203393554688,25.6678271484375
636,26.715224609375,27.2771850585938,26.1785913085938,25.748037109375
638,26.7659521484375,27.2681396484375,26.0487548828125,25.7243212890625
640,26.7645678710938,27.2267260742188,26.2334130859375,25.7421533203125
642,26.7751196289063,27.3008349609375,26.2262329101563,25.7639379882813
644,26.7723046875,27.27310546875,26.2235961914063,25.7194702148438
646,26.7774462890625,27.2846362304688,26.216005859375,25.7643896484375
648,26.7849291992188,27.348798828125,26.1760205078125,25.7433251953125
650,26.7951025390625,27.22048828125,26.199892578125,25.7037744140625
652,26.7062670898438,27.347763671875,26.2296630859375,25.7572485351563
654,26.7530078125,27.314296875,26.1959301757813,25.7265014648438
656,26.750537109375,27.307470703125,26.1789379882813,25.7096899414063
658,26.7333471679688,27.2800048828125,26.2239404296875,25.7475170898438
660,26.728671875,27.26291015625,26.2255908203125,25.7384252929688
662,26.735185546875,27.326015625,26.197294921875,25.7719189453125
664,26.709248046875,27.2128857421875,26.2240869140625,25.7511328125
666,26.83634765625,27.2887915039063,26.220712890625,25.7613232421875
668,26.79650390625,27.2900805664063,26.208369140625,25.7440673828125
670,26.7565747070313,27.103447265625,26.203046875,25.7505859375
672,26.745263671875,27.2863427734375,26.2115551757813,25.7507763671875
674,26.76115234375,27.2427172851563,26.1137280273438,25.78599609375
676,26.730244140625,27.2797265625,26.1857421875,25.7722045898438
678,26.8344189453125,27.3264208984375,26.2029858398438,25.757470703125
680,26.75548828125,27.2959399414063,26.160146484375,25.722490234375
682,26.7775927734375,27.3098681640625,26.2346948242188,25.7275146484375
684,26.7321020507813,27.2390161132813,26.2221337890625,25.7683520507813
686,26.7618872070313,27.2681274414063,26.2219311523438,25.7350732421875
688,26.711552734375,27.2947119140625,26.2081103515625,25.7494653320313
690,26.7672509765625,27.26791015625,26.16078125,25.7794067382813
692,26.73302734375,27.271064453125,26.2211254882813,25.7007373046875
694,26.7765087890625,27.336044921875,26.22599609375,25.7263452148438
696,26.7276831054688,27.2668481445313,26.2249755859375,25.7276831054688
698,26.7455981445313,27.2885278320313,26.1419409179688,25.6983984375
700,26.7489965820313,27.3384301757813,26.2031884765625,25.75208984375
702,26.7454467773438,27.2609594726563,26.1455224609375,25.7879150390625
704,26.6990234375,27.2755615234375,26.2333349609375,25.717265625
706,26.7499487304688,27.3010595703125,26.207275390625,25.7348803710938
708,26.7176342773438,27.3050219726563,26.2430981445313,25.7219506835938
710,26.7611157226563,27.2954223632813,26.2154077148438,25.766748046875
712,26.7626513671875,27.281865234375,26.19966796875,25.7681469726563
714,26.7602709960938,27.248857421875,26.2050390625,25.777353515625
716,26.6876220703125,27.317080078125,26.2318334960938,25.7255126953125
718,26.7473120117188,27.328857421875,26.1990161132813,25.7348168945313
720,26.7195947265625,27.2913647460938,26.2590747070313,25.7629125976563
722,26.6359130859375,27.321171875,26.2005810546875,25.7542749023438
724,26.7584448242188,27.2243798828125,26.2086962890625,25.7746215820313
726,26.7117724609375,27.2921118164063,26.1893139648438,25.7515478515625
728,26.7187353515625,27.34078125,26.2416821289063,25.7442797851563
730,26.725263671875,27.3125390625,26.0991186523438,25.756708984375
732,26.7216528320313,27.3307568359375,26.2364428710938,25.7763159179688
734,26.7224584960938,27.247978515625,26.18390625,25.750126953125
736,26.76279296875,27.2198999023438,26.2182763671875,25.7799072265625
738,26.657001953125,27.2933715820313,26.2153271484375,25.7729248046875
740,26.7037084960938,27.2412744140625,26.2003271484375,25.7607861328125
742,26.6485400390625,27.2591772460938,26.223662109375,25.6082299804688
744,26.6776538085938,27.2796337890625,26.2433129882813,25.7848559570313
746,26.7607421875,27.22763671875,26.2515283203125,25.7560327148438
748,26.723427734375,27.311171875,26.1380346679688,25.7432861328125
750,26.7011450195313,27.2673681640625,26.2359594726563,25.7709838867188
752,26.7222021484375,27.2742333984375,26.1924169921875,25.7952294921875
754,26.7130688476563,27.2932763671875,26.24130859375,25.7422827148438
756,26.7216088867188,27.2940185546875,26.2067016601563,25.5806494140625
758,26.7091284179688,27.3675146484375,26.1610986328125,25.7749145507813
760,26.7114477539063,27.293388671875,26.20638671875,25.7544970703125
762,26.6772802734375,27.3005908203125,26.2383642578125,25.7948974609375
764,26.727470703125,27.2302368164063,26.2134008789063,25.7619555664063
766,26.6707202148438,27.3086279296875,26.2359814453125,25.7791748046875
768,26.6776391601563,27.2649731445313,26.16306640625,25.6994580078125
770,26.754560546875,27.315986328125,26.2524633789063,25.7880493164063
772,26.6628662109375,27.3315551757813,26.2434838867188,25.7496264648438
774,26.6719262695313,27.3260595703125,26.1294091796875,25.7531884765625
776,26.7276123046875,27.2918676757813,26.2269921875,25.7781713867188
778,26.7330786132813,27.3539184570313,26.2267846679688,25.7812744140625
780,26.7687524414063,27.2827783203125,26.2082177734375,25.7964013671875
782,26.7260986328125,27.3206982421875,26.2314013671875,25.7556616210938
784,26.694375,27.2651708984375,26.2070703125,25.772177734375
786,26.7237890625,27.31392578125,26.2470581054688,25.7793310546875
788,26.7416870117188,27.2974462890625,26.2446240234375,25.783916015625
790,26.6468017578125,27.3564331054688,26.2633618164063,25.7498876953125
792,26.6662719726563,27.349072265625,26.259931640625,25.7922973632813
794,26.7527880859375,27.320859375,26.2617114257813,25.781904296875
796,26.6851806640625,27.3101513671875,26.2348291015625,25.7380688476563
798,26.6701147460938,27.3401293945313,26.1611376953125,25.7923950195313
800,26.7600854492188,27.3208374023438,26.2326489257813,25.7948828125
802,26.7272045898438,27.3373291015625,26.2091088867188,25.766337890625
804,26.729326171875,27.306259765625,26.2359130859375,25.752197265625
806,26.6853393554688,27.3312060546875,26.1926782226563,25.77490234375
808,26.680146484375,27.2901025390625,26.2399438476563,25.7380004882813
810,26.6716357421875,27.2678295898438,26.1172216796875,25.766162109375
812,26.6771826171875,27.3059375,26.2635009765625,25.7556762695313
814,26.6983666992188,27.3618701171875,26.2341137695313,25.7757763671875
816,26.700791015625,27.3120068359375,26.2683374023438,25.7647387695313
818,26.7479541015625,27.3472924804688,26.2391918945313,25.7647143554688
820,26.7079150390625,27.2938330078125,26.2623217773438,25.7683837890625
822,26.7166333007813,27.2393603515625,26.2107446289063,25.7796728515625
824,26.631953125,27.3335571289063,26.22626953125,25.7428662109375
826,26.6893432617188,27.3388427734375,26.2097216796875,25.8160229492188
828,26.7094750976563,27.3152221679688,26.2456469726563,25.7337524414063
830,26.69388671875,27.3256420898438,26.2510571289063,25.7616479492188
832,26.71076171875,27.2577514648438,26.150029296875,25.7694677734375
834,26.6725415039063,27.3449926757813,26.2296728515625,25.78109375
836,26.6440795898438,27.2819873046875,26.1868383789063,25.8226977539063
838,26.6994848632813,27.3035815429688,26.2475634765625,25.75240234375
840,26.6448901367188,27.3166577148438,26.2674096679688,25.6319970703125
842,26.6567211914063,27.3280322265625,26.19703125,25.78236328125
844,26.6233813476563,27.3325415039063,26.2341674804688,25.7956469726563
846,26.6194702148438,27.3543017578125,26.2062548828125,25.76603515625
848,26.6465747070313,27.3696044921875,26.2538256835938,25.7695361328125
